Rk,Player,UrlWebsite,UrlPhoto
17,Abdel Abqar,https://www.zerozero.pt/jogador/abdel-abqar/650067,https://www.zerozero.pt/img/jogadores/67/650067_20220105093624_abdel_abqar.jpg
18,Tammy Abraham,https://www.zerozero.pt/jogador/tammy-abraham/422772,https://www.zerozero.pt/img/jogadores/new/27/72/422772_tammy_abraham_20241229125921.png
19,Tammy Abraham,https://www.zerozero.pt/jogador/tammy-abraham/422772,https://www.zerozero.pt/img/jogadores/new/27/72/422772_tammy_abraham_20241229125921.png
20,Federico Accornero,https://www.zerozero.pt/player.php?id=907732&epoca_id=151,https://www.zerozero.pt/img/jogadores/new/77/32/907732_federico_accornero_20250122142311.jpg
21,Francesco Acerbi,https://www.zerozero.pt/jogador/francesco-acerbi/127053,https://www.zerozero.pt/img/jogadores/new/70/53/127053_francesco_acerbi_20240914191734.png
22,Joshua Acheampong,https://www.zerozero.pt/jogador/josh-acheampong/978697,https://www.zerozero.pt/img/jogadores/new/86/97/978697_josh_acheampong__20240817022038.png
23,Akor Adams,https://www.zerozero.pt/jogador/akor-adams/710057,https://www.zerozero.pt/img/jogadores/new/00/57/710057_akor_adams_20250129154945.jpg
24,Akor Adams,https://www.zerozero.pt/jogador/akor-adams/710057?epoca_id=153,https://www.zerozero.pt/img/jogadores/new/00/57/710057_akor_adams_20250129154945.jpg
25,Che Adams,https://www.zerozero.pt/jogador/che-adams/434086?epoca_id=154,https://www.zerozero.pt/img/jogadores/new/40/86/434086_che_adams_20241214140808.png
25,Che Adams,https://www.zerozero.pt/jogador/che-adams/434086?epoca_id=154,https://www.zerozero.pt/img/jogadores/new/40/86/434086_che_adams_20241214140808.png
25,Che Adams,https://www.playmakerstats.com/player/che-adams/434086,
26,Tyler Adams,https://www.zerozero.pt/jogador/tyler-adams/469996,https://www.zerozero.pt/img/jogadores/96/469996_20230906211810_tyler_adams.png
27,Junior Adamu,https://www.zerozero.pt/jogador/junior-adamu/596531,https://www.zerozero.pt/img/jogadores/new/65/31/596531_junior_adamu_20250210001559.jpg
28,Tosin Adarabioyo,https://www.zerozero.pt/jogador/tosin-adarabioyo/303355,https://www.zerozero.pt/img/jogadores/new/33/55/303355_tosin_adarabioyo_20240817015338.png
29,Martin Adeline,https://www.zerozero.pt/jogador/martin-adeline/748973?epoca_id=151,https://www.zerozero.pt/img/jogadores/new/89/73/748973_martin_adeline_20241111114955.jpg
30,Karim Adeyemi,https://www.zerozero.pt/jogador/karim-adeyemi/651685,https://www.zerozero.pt/img/jogadores/new/16/85/651685_karim_adeyemi_20250302161942.png
31,Simon Adingra,https://www.zerozero.pt/jogador/simon-adingra/849575,https://www.zerozero.pt/img/jogadores/new/95/75/849575_simon_adingra_20240816012423.png
32,Amine Adli,https://www.zerozero.pt/jogador/amine-adli/739785,https://www.zerozero.pt/img/jogadores/new/97/85/739785_amine_adli_20241031120335.png
33,Yacine Adli,https://www.zerozero.pt/jogador/yacine-adli/531440,https://www.zerozero.pt/img/jogadores/new/14/40/531440_yacine_adli_20241119170843.jpg
34,Adrián,https://www.zerozero.pt/jogador/adrian-san-miguel/177838,https://www.zerozero.pt/img/jogadores/new/78/38/177838_adrian_san_miguel_20241113173706.png
35,Adryelson,https://www.zerozero.pt/jogador/adryelson-/451642?compet_id=edicao_actual.php%3Fcompet_id%3D5652,https://www.zerozero.pt/img/jogadores/new/16/42/451642_adryelson_20241201003406.jpg
36,Vasilije Adžić,https://www.zerozero.pt/jogador/vasilije-adzic/914108,https://www.zerozero.pt/img/jogadores/new/41/08/914108_vasilije_adzic_20250118230326.png
37,Michel Aebischer,https://www.zerozero.pt/jogador/michel-aebischer/528062,https://www.zerozero.pt/img/jogadores/62/528062_20231118170630_michel_aebischer.png
38,Oladapo Afolayan,https://www.zerozero.pt/jogador/dapo-afolayan/553953,https://www.zerozero.pt/img/jogadores/new/39/53/553953_dapo_afolayan_20250216132845.jpg
39,Emmanuel Agbadou,https://www.zerozero.pt/jogador/emmanuel-agbadou/684139,https://www.zerozero.pt/img/jogadores/new/41/39/684139_emmanuel_agbadou_20250120120911.png
40,Emmanuel Agbadou,https://www.zerozero.pt/jogador/emmanuel-agbadou/684139,https://www.zerozero.pt/img/jogadores/new/41/39/684139_emmanuel_agbadou_20250120120911.png
41,Asher Agbinone,https://www.zerozero.pt/jogador/asher-agbinone/980612?epoca_id=154,https://www.zerozero.pt/img/jogadores/12/980612_20230530025925_asher_agbinone.jpg
42,Jeremy Agbonifo,https://www.zerozero.pt/jogador/jeremy-agbonifo/926568,https://www.zerozero.pt/img/jogadores/new/65/68/926568_jeremy_agbonifo_20250203141611.png
43,Julen Agirrezabala,https://www.zerozero.pt/jogador/julen-agirrezabala/681073,https://www.zerozero.pt/img/jogadores/new/10/73/681073_julen_agirrezabala_20240914113854.png
44,Lucien Agoume,https://www.zerozero.pt/jogador/lucien-agoume/674158,https://www.zerozero.pt/img/jogadores/new/41/58/674158_lucien_agoume_20241114135045.png
45,Felix Agu,https://www.zerozero.pt/jogador/felix-agu/655089,https://www.zerozero.pt/img/jogadores/new/50/89/655089_felix_agu_20250212233743.jpg
46,Álvaro Aguado,https://www.zerozero.pt/jogador/alvaro-aguado/521187,https://www.zerozero.pt/img/jogadores/new/11/87/521187_alvaro_aguado_20241219002130.png
47,Lorenzo Aguado,https://www.zerozero.pt/jogador/lorenzo-aguado/820259,https://www.zerozero.pt/img/jogadores/new/02/59/820259_lorenzo_aguado_20250119224808.png
48,Nayef Aguerd,https://www.zerozero.pt/jogador/nayef-aguerd/463537,https://www.zerozero.pt/img/jogadores/new/35/37/463537_nayef_aguerd_20241129000803.png
49,Ruben Aguilar,https://www.zerozero.pt/jogador/ruben-aguilar/417032,https://www.zerozero.pt/img/jogadores/new/70/32/417032_ruben_aguilar_20250304162952.png
50,Naouirou Ahamada,https://www.zerozero.pt/jogador/naouirou-ahamada/745321,https://www.zerozero.pt/img/jogadores/new/53/21/745321_naouirou_ahamada_20240818114907.png
51,Honest Ahanor,https://www.zerozero.pt/jogador/honest-ahanor/1376464,https://www.zerozero.pt/img/jogadores/new/64/64/1376464_honest_ahanor_20241029104756.jpg
52,Erik Ahlstrand,https://www.zerozero.pt/jogador/erik-ahlstrand/724029,https://www.zerozero.pt/img/jogadores/new/40/29/724029_erik_ahlstrand_20250216131215.jpg
53,Jean-Eudes Aholou,https://www.zerozero.pt/jogador/jean-eudes-aholou/201469,https://www.zerozero.pt/img/jogadores/69/201469_20240104141730_jean_eudes_aholou.png
54,Joseph Aidoo,https://www.zerozero.pt/jogador/joseph-aidoo/452990,https://www.zerozero.pt/img/jogadores/new/29/90/452990_joseph_aidoo_20240914111748.png
55,Joseph Aidoo,https://www.zerozero.pt/jogador/joseph-aidoo/452990,https://www.zerozero.pt/img/jogadores/new/29/90/452990_joseph_aidoo_20240914111748.png
56,Ayman Aiki,https://www.zerozero.pt/jogador/ayman-aiki/955213?epoca_id=151,https://www.zerozero.pt/img/jogadores/13/955213_20221216224718_ayman_aiki.png
57,Ola Aina,https://www.zerozero.pt/jogador/ola-aina/370753,https://www.zerozero.pt/img/jogadores/new/07/53/370753_ola_aina_20240817112959.png
57,Ola Aina,/search?num=3,
57,Ola Aina,https://www.zerozero.pt/jogador/ola-aina/370753,https://www.zerozero.pt/img/jogadores/new/07/53/370753_ola_aina_20240817112959.png
58,Rayan Aït-Nouri,https://www.zerozero.pt/jogador/rayan-ait-nouri/636287,https://www.zerozero.pt/img/jogadores/new/62/87/636287_rayan_ait_nouri_20240817005714.png
59,Junior Ajayi,https://www.zerozero.pt/jogador/junior-ajayi/1116089,https://www.zerozero.pt/img/jogadores/new/60/89/1116089_junior_ajayi_20240303132355.jpg
60,Kristoffer Ajer,https://www.zerozero.pt/jogador/kristoffer-ajer/413770,https://www.zerozero.pt/img/jogadores/new/37/70/413770_kristoffer_ajer_20240818122913.png
61,Ludovic Ajorque,https://www.zerozero.pt/jogador/ludovic-ajorque/354956,https://www.zerozero.pt/img/jogadores/new/49/56/354956_ludovic_ajorque_20250211153246.png
62,Manuel Akanji,https://www.zerozero.pt/jogador/manuel-akanji/394414,https://www.zerozero.pt/img/jogadores/new/44/14/394414_manuel_akanji_20240816210621.png
63,Ümit Akdag,https://www.zerozero.pt/jogador/umit-akdag/980683,https://www.zerozero.pt/img/jogadores/83/980683_20230626181515_umit_akdag.png
64,Nathan Aké,https://www.zerozero.pt/jogador/nathan-ake/149014,https://www.zerozero.pt/img/jogadores/new/90/14/149014_nathan_ake_20240816210717.png
65,Ilias Akhomach,https://www.zerozero.pt/jogador/ilias-akhomach/798755,https://www.zerozero.pt/img/jogadores/new/87/55/798755_ilias_akhomach_20241110011050.png
66,Sergio Akieme,https://www.zerozero.pt/jogador/sergio-akieme/396620,https://www.zerozero.pt/img/jogadores/new/66/20/396620_sergio_akieme_20241122134518.jpg
67,Maghnes Akliouche,https://www.zerozero.pt/jogador/maghnes-akliouche/801671,https://www.zerozero.pt/img/jogadores/new/16/71/801671_maghnes_akliouche_20250317213503.png
68,Clément Akpa,https://www.zerozero.pt/jogador/clement-akpa/825981,https://www.zerozero.pt/img/jogadores/new/59/81/825981_clement_akpa_20241009105601.jpg
69,Jean-Daniel Akpa-Akpro,https://www.zerozero.pt/jogador/jean-daniel-akpa-akpro/211528,https://www.zerozero.pt/img/jogadores/28/211528_20230928181242_akpa_akpro.jpg
70,David Akpan Ankeye,https://www.zerozero.pt/jogador/david-ankeye/1033138?idpais=,https://www.zerozero.pt/img/jogadores/new/31/38/1033138_david_ankeye_20241029105436.jpg
71,Kevin Akpoguma,https://www.zerozero.pt/jogador/kevin-akpoguma/251879,https://www.zerozero.pt/img/jogadores/new/18/79/251879_kevin_akpoguma_20250216201740.jpg
72,Chuba Akpom,https://www.zerozero.pt/jogador/chuba-akpom/302798,https://www.zerozero.pt/img/jogadores/new/27/98/302798_chuba_akpom_20250217014329.jpg
73,David Alaba,https://www.zerozero.pt/jogador/david-alaba/108400,https://www.zerozero.pt/img/jogadores/new/84/00/108400_david_alaba_20240809095355.png
74,Andreas Albers,https://www.zerozero.pt/jogador/andreas-albers/179592,https://www.zerozero.pt/img/jogadores/new/95/92/179592_andreas_albers_20250216132941.jpg
75,Raúl Albiol,https://www.zerozero.pt/jogador/raul-albiol/1089,https://www.zerozero.pt/img/jogadores/new/10/89/1089_raul_albiol_20241119111249.png
76,Carlos Alcaraz,https://www.zerozero.pt/jogador/carlos-alcaraz/781841,https://www.zerozero.pt/img/jogadores/new/18/41/781841_carlos_alcaraz_20250216014946.png
77,Carlos Alcaraz,https://www.zerozero.pt/jogador/carlos-alcaraz/781841,https://www.zerozero.pt/img/jogadores/new/18/41/781841_carlos_alcaraz_20250216014946.png
78,Omar Alderete,https://www.zerozero.pt/jogador/omar-alderete/436255,https://www.zerozero.pt/img/jogadores/new/62/55/436255_omar_alderete_20241123191741.png
79,Carles Aleñá,https://www.zerozero.pt/jogador/carles-alena/459702,https://www.zerozero.pt/img/jogadores/new/97/02/459702_carles_alena_20241123192315.png
80,Carles Aleñá,https://www.zerozero.pt/jogador/carles-alena/459702,https://www.zerozero.pt/img/jogadores/new/97/02/459702_carles_alena_20241123192315.png
81,Trent Alexander-Arnold,https://www.zerozero.pt/jogador/trent-alexander-arnold/449752,https://www.zerozero.pt/img/jogadores/new/97/52/449752_trent_alexander_arnold_20240816235409.png
82,Alfon,https://www.zerozero.pt/jogador/alfon-gonzalez/541059,https://www.zerozero.pt/img/jogadores/new/10/59/541059_alfon_gonzalez_20250309023105.png
83,Mohamed Ali Cho,https://www.zerozero.pt/jogador/mohamed-ali-cho/821356,https://www.zerozero.pt/img/jogadores/new/13/56/821356_mohamed_ali_cho_20241217151159.png
84,Faride Alidou,https://www.zerozero.pt/jogador/faride-alidou/890482,https://www.zerozero.pt/img/jogadores/new/04/82/890482_faride_alidou_20250219225019.jpg
85,Alisson,https://www.zerozero.pt/jogador/alisson-becker/95614,https://www.zerozero.pt/img/jogadores/new/56/14/95614_alisson_becker_20240816234831.png
86,Tadeo Allende,https://www.zerozero.pt/jogador/tadeo-allende/856988,https://www.zerozero.pt/img/jogadores/new/69/88/856988_tadeo_allende_20250220100901.png
87,Jim Allevinah,https://www.zerozero.pt/jogador/jim-allevinah/526071,https://www.zerozero.pt/img/jogadores/71/526071_20220814133428_jim_allevinah.jpg
88,Dele Alli,https://www.zerozero.pt/jogador/dele-alli/236970,https://www.zerozero.pt/img/jogadores/new/69/70/236970_dele_alli_20250302185021.png
89,Thiago Almada,https://www.zerozero.pt/jogador/thiago-almada/653405,https://www.zerozero.pt/img/jogadores/new/34/05/653405_thiago_almada_20250317214420.png
90,Domingos André Ribeiro Almeida,https://www.zerozero.pt/jogador/andre-almeida/419399,https://www.zerozero.pt/img/jogadores/new/93/99/419399_andre_almeida_20240914124958.png
91,Iker Almena,https://www.zerozero.pt/jogador/iker-almena/882892,https://www.zerozero.pt/img/jogadores/new/28/92/882892_iker_almena_20240815224906.jpg
92,Miguel Almirón,https://www.zerozero.pt/jogador/miguel-almiron/309739,https://www.zerozero.pt/img/jogadores/new/97/39/309739_miguel_almiron_20240816000654.png
92,Miguel Almirón,/search?num=3,
93,Pontus Almqvist,https://www.zerozero.pt/jogador/pontus-almqvist/559549,https://www.zerozero.pt/img/jogadores/new/95/49/559549_pontus_almqvist_20250109133715.jpg
94,Marcos Alonso,https://www.zerozero.pt/jogador/marcos-alonso/124658,https://www.zerozero.pt/img/jogadores/new/46/58/124658_marcos_alonso_20240914111321.png
95,Giorgio Altare,https://www.zerozero.pt/jogador/giorgio-altare/298558?epoca_id=153,https://www.zerozero.pt/img/jogadores/new/85/58/298558_giorgio_altare_20240905153757.jpg
96,Adrià Altimira,https://www.zerozero.pt/jogador/adria-altimira/662787,https://www.zerozero.pt/img/jogadores/87/662787_20230910204805_adria_altimira_.png
97,Sergi Altimira,https://www.zerozero.pt/jogador/sergi-altimira/900472,https://www.zerozero.pt/img/jogadores/new/04/72/900472_sergi_altimira_20250215231049.png
98,Edson Álvarez,https://www.zerozero.pt/jogador/edson-alvarez/523225,https://www.zerozero.pt/img/jogadores/new/32/25/523225_edson_alvarez_20240815233544.png
99,Hugo Álvarez,https://www.zerozero.pt/jogador/hugo-alvarez/901302,https://www.zerozero.pt/img/jogadores/new/13/02/901302_hugo_alvarez_20240914113248.png
100,Julián Álvarez,https://www.zerozero.pt/jogador/julian-alvarez/675780,https://www.zerozero.pt/img/jogadores/new/57/80/675780_julian_alvarez_20250304233943.png
101,Yeray Álvarez,https://www.zerozero.pt/jogador/yeray-alvarez/427173,https://www.zerozero.pt/img/jogadores/new/71/73/427173_yeray_alvarez_20240914114055.png
102,Skelly Alvero,https://www.zerozero.pt/jogador/skelly-alvero/1001166,https://www.zerozero.pt/img/jogadores/new/11/66/1001166_skelly_alvero_20250212234944.jpg
103,Will Alves,https://www.zerozero.pt/jogador/will-alves/856037?epoca_id=153,https://www.zerozero.pt/img/jogadores/new/60/37/856037_will_alves_20240816114601.png
104,Selim Amallah,https://www.zerozero.pt/jogador/selim-amallah/182255,https://www.zerozero.pt/img/jogadores/new/22/55/182255_selim_amallah_20250201230412.png
105,Harry Amass,/search?num=3,
105,Harry Amass,https://www.zerozero.pt/jogador/harry-amass/1053917,https://www.zerozero.pt/img/jogadores/new/39/17/1053917_harry_amass_20240818123822.png
106,Amath,https://www.zerozero.pt/jogador/amath-diedhiou/423495,https://www.zerozero.pt/img/jogadores/95/423495_20220121094654_amath_diedhiou.jpg
107,Jordan Amavi,https://www.zerozero.pt/jogador/jordan-amavi/364295,https://www.zerozero.pt/img/jogadores/new/42/95/364295_jordan_amavi_20240731205150.png
108,Aurele Amenda,https://www.zerozero.pt/jogador/aurele-amenda/754593,https://www.zerozero.pt/img/jogadores/new/45/93/754593_aurele_amenda_20250208004927.jpg
109,Kelvin Amian,https://www.zerozero.pt/jogador/kelvin-amian/430401,https://www.zerozero.pt/img/jogadores/new/04/01/430401_kelvin_amian_20250111001052.png
110,Michael Amir Murillo,https://www.zerozero.pt/jogador/michael-murillo/447135,https://www.zerozero.pt/img/jogadores/new/71/35/447135_michael_murillo_20250217015731.png
111,Nadiem Amiri,https://www.zerozero.pt/jogador/nadiem-amiri/421967,https://www.zerozero.pt/img/jogadores/new/19/67/421967_nadiem_amiri_20250308011359.png
112,Samuel Amo-Ameyaw,https://www.zerozero.pt/jogador/sam-amo-ameyaw/898287,https://www.zerozero.pt/img/jogadores/new/82/87/898287_sam_amo_ameyaw_20250329001350.png
113,Samuel Amo-Ameyaw,https://www.zerozero.pt/jogador/sam-amo-ameyaw/898287,https://www.zerozero.pt/img/jogadores/new/82/87/898287_sam_amo_ameyaw_20250329001350.png
114,Mathis Amougou,https://www.zerozero.pt/jogador/mathis-amougou/1002404,https://www.zerozero.pt/img/jogadores/new/24/04/1002404_mathis_amougou_20240826234115.png
115,Mathis Amougou,https://www.zerozero.pt/jogador/mathis-amougou/1002404?epoca_id=151,https://www.zerozero.pt/img/jogadores/new/24/04/1002404_mathis_amougou_20240826234115.png
116,Mohamed Amoura,https://www.zerozero.pt/jogador/mohamed-amoura/796253,https://www.zerozero.pt/img/jogadores/new/62/53/796253_mohamed_amoura_20250215164222.png
117,Sofyan Amrabat,https://www.zerozero.pt/jogador/sofyan-amrabat/375176?epoca_id=151,https://www.zerozero.pt/img/jogadores/new/51/76/375176_sofyan_amrabat_20240229032408.png
118,Joachim Andersen,https://www.zerozero.pt/jogador/joachim-andersen/402980,https://www.zerozero.pt/img/jogadores/new/29/80/402980_joachim_andersen_20241104225637.png
119,Joachim Andersen,https://www.zerozero.pt/jogador/joachim-andersen/402980,https://www.zerozero.pt/img/jogadores/new/29/80/402980_joachim_andersen_20241104225637.png
120,Elliot Anderson,/search?num=3,
121,André,https://www.zerozero.pt/jogador/andre/680856,https://www.zerozero.pt/img/jogadores/new/08/56/680856_andre_20240919140501.png
122,Benjamin André,https://www.zerozero.pt/jogador/benjamin-andre/83776,https://www.zerozero.pt/img/jogadores/new/37/76/83776_benjamin_andre_20240917141030.png
123,Marcos André,https://www.zerozero.pt/jogador/marcos-andre/445936,https://www.zerozero.pt/img/jogadores/new/59/36/445936_marcos_andre_20250118012428.png
124,Robert Andrich,https://www.zerozero.pt/jogador/robert-andrich/255177,https://www.zerozero.pt/img/jogadores/new/51/77/255177_robert_andrich_20250215015150.jpg
125,Angeliño,https://www.zerozero.pt/jogador/angelino/370555,https://www.zerozero.pt/img/jogadores/new/05/55/370555_angelino_20241220121506.png
126,Lorenzo Anghelè,https://www.zerozero.pt/jogador/lorenzo-anghele/896294,https://www.zerozero.pt/img/jogadores/new/62/94/896294_lorenzo_anghele_20250121103925.jpg
127,Faustino Anjorin,https://www.zerozero.pt/jogador/tino-anjorin/604817,https://www.zerozero.pt/img/jogadores/new/48/17/604817_tino_anjorin_20241214143200.png
128,Waldemar Anton,https://www.zerozero.pt/jogador/waldemar-anton/470607,https://www.zerozero.pt/img/jogadores/new/06/07/470607_waldemar_anton_20250209005654.jpg
129,Leandro Antonetti,https://www.zerozero.pt/jogador/leandro-antonetti/933199,https://www.zerozero.pt/img/jogadores/new/31/99/933199_leandro_antonetti_20250127222416.png
130,Michail Antonio,https://www.zerozero.pt/jogador/michail-antonio/138120,https://www.zerozero.pt/img/jogadores/new/81/20/138120_michail_antonio_20240815233846.png
131,Antoniu,https://www.zerozero.pt/jogador/antoniu-roca/848459,https://www.zerozero.pt/img/jogadores/new/84/59/848459_antoniu_roca_20241219000924.png
132,Antony,/search?num=3,
133,Antony,https://www.zerozero.pt/jogador/antony/619622,https://www.zerozero.pt/img/jogadores/new/96/22/619622_antony_20240815222115.png
134,Anuar,https://www.zerozero.pt/jogador/anuar-tuhami/428105,https://www.zerozero.pt/img/jogadores/new/81/05/428105_anuar_tuhami_20250118012644.png
135,Dennis Appiah,https://www.zerozero.pt/jogador/dennis-appiah/148091,https://www.zerozero.pt/img/jogadores/91/148091_20230114013443_dennis_appiah.png
136,Aritz Arambarri,https://www.transfermarkt.pt/aritz-arambarri/profil/spieler/434602,
137,Mauro Arambarri,https://www.zerozero.pt/jogador/mauro-arambarri/386795,https://www.zerozero.pt/img/jogadores/new/67/95/386795_mauro_arambarri_20241123192302.png
138,Jon Aramburu,https://www.zerozero.pt/jogador/jon-aramburu/708220,https://www.zerozero.pt/img/jogadores/new/82/20/708220_jon_aramburu_20240418015754.jpg
139,Julian Araujo,https://www.zerozero.pt/jogador/julian-araujo/664125,https://www.zerozero.pt/img/jogadores/new/41/25/664125_julian_araujo_20240817024614.png
140,Ronald Araújo,https://www.zerozero.pt/jogador/ronald-araujo/591742,https://www.zerozero.pt/img/jogadores/new/17/42/591742_ronald_araujo_20250303123609.png
141,Cameron Archer,https://www.zerozero.pt/jogador/cameron-archer/643150,https://www.zerozero.pt/img/jogadores/new/31/50/643150_cameron_archer_20240917225227.png
142,Carlens Arcus,https://www.zerozero.pt/jogador/carlens-arcus/459098,https://www.zerozero.pt/img/jogadores/98/459098_20231027150333_carlens_arcus.png
143,Alphonse Areola,https://www.zerozero.pt/jogador/alphonse-areola/142710,https://www.zerozero.pt/img/jogadores/new/27/10/142710_alphonse_areola_20240815232648.png
144,Adu Ares,https://www.zerozero.pt/jogador/adu-ares/932250,https://www.zerozero.pt/img/jogadores/new/22/50/932250_adu_ares_20240203143623.png
145,Jesús Areso,https://www.zerozero.pt/jogador/jesus-areso/582931,https://www.zerozero.pt/img/jogadores/31/582931_20211013145235_jesus_areso.jpg
146,David Argüelles,https://www.zerozero.pt/jogador/david-arguelles/781359,https://www.zerozero.pt/img/jogadores/new/13/59/781359_david_arguelles_20241123191703.png
147,Joe Aribo,https://www.zerozero.pt/jogador/joe-aribo/434506,https://www.zerozero.pt/img/jogadores/new/45/06/434506_joe_aribo_20240815193442.png
148,Adam Armstrong,https://www.zerozero.pt/jogador/adam-armstrong/393321,https://www.zerozero.pt/img/jogadores/new/33/21/393321_adam_armstrong_20240815194253.png
149,Harrison Armstrong,https://www.zerozero.pt/jogador/harrison-armstrong/1133208?epoca_id=153,https://www.zerozero.pt/img/jogadores/new/32/08/1133208_harrison_armstrong_20241019232846.png
150,José Arnaiz,https://www.zerozero.pt/jogador/jose-arnaiz/454099,https://www.zerozero.pt/img/jogadores/99/454099_20211025093508_jose_arnaiz.jpg
151,Hákon Arnar Haraldsson,https://www.zerozero.pt/jogador/hakon-haraldsson/701648,https://www.zerozero.pt/img/jogadores/new/16/48/701648_hakon_haraldsson_20241211223617.png
152,Marko Arnautović,https://www.zerozero.pt/jogador/marko-arnautovic/45213,https://www.zerozero.pt/img/jogadores/new/52/13/45213_marko_arnautovic_20240914184720.png
153,Maximilian Arnold,https://www.zerozero.pt/jogador/maximilian-arnold/197135,https://www.zerozero.pt/img/jogadores/new/71/35/197135_maximilian_arnold_20250212181008.jpg
154,Jann-Fiete Arp,https://www.playmakerstats.com/player/jann-fiete-arp/564382,
155,Sergio Arribas,https://www.zerozero.pt/jogador/sergio-arribas/826488,https://www.zerozero.pt/images/dsgn/No_Photo_00001.png
156,Kepa Arrizabalaga,https://www.zerozero.pt/jogador/kepa-arrizabalaga/211249,https://www.zerozero.pt/img/jogadores/new/12/49/211249_kepa_arrizabalaga_20250112003417.png
157,Arthur,https://www.zerozero.pt/jogador/arthur-augusto/629498,https://www.zerozero.pt/img/jogadores/new/94/98/629498_arthur_augusto_20241031115704.png
158,Takuma Asano,https://www.zerozero.pt/jogador/takuma-asano/316885,https://www.zerozero.pt/img/jogadores/new/68/85/316885_takuma_asano_20250303131952.png
159,Raúl Asencio,https://www.zerozero.pt/jogador/raul-asencio/896956,https://www.zerozero.pt/img/jogadores/new/69/56/896956_raul_asencio_20250314130732.png
160,Marco Asensio,https://www.zerozero.pt/jogador/marco-asensio/409083,https://www.zerozero.pt/img/jogadores/new/62/99/1246299_marco_asensio_20250211142328.png
161,Marco Asensio,https://www.zerozero.pt/jogador/marco-asensio/409083,https://www.zerozero.pt/img/jogadores/new/62/99/1246299_marco_asensio_20250211142328.png
162,Marco Asensio,https://www.zerozero.pt/jogador/marco-asensio/409083,https://www.zerozero.pt/img/jogadores/new/62/99/1246299_marco_asensio_20250211142328.png
163,Iago Aspas,https://www.zerozero.pt/jogador/iago-aspas/30208,https://www.zerozero.pt/img/jogadores/new/02/08/30208_iago_aspas_20240914112837.png
164,Yaser Asprilla,https://www.zerozero.pt/jogador/yaser-asprilla/858162,https://www.zerozero.pt/img/jogadores/new/81/62/858162_yaser_asprilla_20241119104532.png
165,Lorenz Assignon,https://www.zerozero.pt/jogador/lorenz-assignon/754008,https://www.zerozero.pt/img/jogadores/new/40/08/754008_lorenz_assignon_20250304125352.png
